player_id,player_name,team,nationality,position,sources
181868,Anisa Anwar Ali,Goa,India,Right Center Back,"[""statsbomb_open_data""]"
31629,Anissa Lahmari,Morocco Women's,Morocco,Right Center Forward,"[""statsbomb_open_data""]"
4657,Anita Amma Ankyewah Asante,Chelsea FCW,England,Right Center Midfield,"[""statsbomb_open_data""]"
10390,Anja Sønstevold,Norway Women's,Norway,Right Back,"[""statsbomb_open_data""]"
15626,Anke Preuß,Liverpool WFC,Germany,Goalkeeper,"[""statsbomb_open_data""]"
180057,Ankit Mukherjee,East Bengal,India,Right Center Back,"[""statsbomb_open_data""]"
15560,Ann-Katrin Berger,Birmingham City WFC,Germany,Goalkeeper,"[""statsbomb_open_data""]"
25698,Anna Anvegård,Sweden Women's,Sweden,Center Forward,"[""statsbomb_open_data""]"
45728,Anna Emlia Auvinen,WNT Finland,Finland,Right Center Back,"[""statsbomb_open_data""]"
31703,Anna Filbey,Tottenham Hotspur Women,Wales,Left Center Back,"[""statsbomb_open_data""]"
25784,Anna Green,New Zealand Women's,New Zealand,Right Center Forward,"[""statsbomb_open_data""]"
131589,Anna Jessica Leat,New Zealand Women's,New Zealand,,"[""statsbomb_open_data""]"
224828,Anna Koivunen,WNT Finland,Finland,Goalkeeper,"[""statsbomb_open_data""]"
276289,Anna Langås Jøsendal,Norway Women's,Norway,Left Back,"[""statsbomb_open_data""]"
78072,Anna Patten,Arsenal WFC,England,Right Back,"[""statsbomb_open_data""]"
53332,Anna Pederson,Everton LFC,England,,"[""statsbomb_open_data""]"
77718,Anna Phillips,Manchester City WFC,England,,"[""statsbomb_open_data""]"
225182,Anna Sandberg,Sweden Women's,Sweden,Left Back,"[""statsbomb_open_data""]"
228743,Anna Tamminen,WNT Finland,Finland,,"[""statsbomb_open_data""]"
13860,Anna Åsa Olivia Westerlund,WNT Finland,Finland,Right Center Back,"[""statsbomb_open_data""]"
24720,Annabel Blanchard,Liverpool WFC,England,Right Midfield,"[""statsbomb_open_data""]"
276255,Annabel Schasching,Austria Women's,Austria,,"[""statsbomb_open_data""]"
40989,Annabella Madeleine Bixby,Portland Thorns,United States of America,,"[""statsbomb_open_data""]"
25660,Annalie Longo,New Zealand Women's,New Zealand,Right Midfield,"[""statsbomb_open_data""]"
26585,Annamaria Serturini,Italy Women's,Italy,Right Wing,"[""statsbomb_open_data""]"
22027,Anne Moorhouse,West Ham United LFC,England,Goalkeeper,"[""statsbomb_open_data""]"
15714,Anne-Marie Heatherson,Yeovil Town LFC,England,Right Wing,"[""statsbomb_open_data""]"
25620,Annette Ngo,Cameroon Women's,Cameroon,Goalkeeper,"[""statsbomb_open_data""]"
393018,Anni Hartikainen,WNT Finland,Finland,Left Back,"[""statsbomb_open_data""]"
10652,Anouk Dekker,Netherlands Women's,Netherlands,Right Center Back,"[""statsbomb_open_data""]"
50193,Anouk Denton,Arsenal WFC,England,Right Wing,"[""statsbomb_open_data""]"
39070,Ansgar Knauff,Eintracht Frankfurt,Germany,Left Wing,"[""statsbomb_open_data""]"
13574,Anssi Jaakkola,Finland,Finland,,"[""statsbomb_open_data""]"
30756,Anssumane Fati,Barcelona,Spain,Left Wing,"[""statsbomb_open_data""]"
8654,Ante Budimir,Mallorca,Croatia,Left Center Forward,"[""statsbomb_open_data""]"
28589,Ante Palaversa,Getafe,Croatia,Left Wing,"[""statsbomb_open_data""]"
5465,Ante Rebić,Croatia,Croatia,Center Forward,"[""statsbomb_open_data""]"
397747,Anthimos Kapsis,Panathinaikos,Greece,Right Center Back,"[""statsbomb_open_data""]"
45967,Anthony Barness,Bolton Wanderers,England,,"[""statsbomb_open_data""]"
10480,Anthony Caci,Strasbourg,France,Right Wing Back,"[""statsbomb_open_data""]"
39973,Anthony Chursky,Seattle Sounders,Canada,Goalkeeper,"[""statsbomb_open_data""]"
132296,Anthony Daniel Contreras Enríquez,Costa Rica,Costa Rica,Left Center Forward,"[""statsbomb_open_data""]"
40279,Anthony Gardner,Tottenham Hotspur,England,Left Center Back,"[""statsbomb_open_data""]"
28104,Anthony Gordon,England,England,Left Wing,"[""statsbomb_open_data""]"
7083,Anthony Jung,Werder Bremen,Germany,Left Center Back,"[""statsbomb_open_data""]"
144962,Anthony Khelifa,AC Ajaccio,France,,"[""statsbomb_open_data""]"
41043,Anthony Lamonge,Lorient,France,,"[""statsbomb_open_data""]"
7814,Anthony Le Tallec,Liverpool,France,Left Midfield,"[""statsbomb_open_data""]"
2947,Anthony Lopes,Portugal,Portugal,Goalkeeper,"[""statsbomb_open_data""]"
9089,Anthony Losilla,Bochum,France,Right Center Midfield,"[""statsbomb_open_data""]"
41381,Anthony Louis Mandréa,Algeria,Algeria,Goalkeeper,"[""statsbomb_open_data""]"
20039,Anthony Martial,Manchester United,France,Right Wing,"[""statsbomb_open_data""]"
23486,Anthony Modeste,FC Köln,France,Center Forward,"[""statsbomb_open_data""]"
34565,Anthony Mounier,Montpellier,France,Left Wing,"[""statsbomb_open_data""]"
22308,Anthony Ralston,Scotland,Scotland,Right Wing Back,"[""statsbomb_open_data""]"
34762,Anthony Ribelin,Montpellier,France,Right Wing,"[""statsbomb_open_data""]"
47619,Anthony Rouault,Toulouse,France,Right Center Back,"[""statsbomb_open_data""]"
7578,Anthony Rubén Lozano Colón,Girona,Honduras,Right Center Forward,"[""statsbomb_open_data""]"
12624,Anthony Ujah,Werder Bremen,Nigeria,Right Center Forward,"[""statsbomb_open_data""]"
4411,Anthony Walongwa,Nantes,"Congo, (Kinshasa)",Right Center Back,"[""statsbomb_open_data""]"
7435,Anthony Weber,Stade de Reims,France,Left Center Back,"[""statsbomb_open_data""]"
283799,Anthony William Hernández González,Costa Rica,Costa Rica,,"[""statsbomb_open_data""]"
50020,Antionette Oyedupe Payne,Nigeria Women's,Nigeria,Right Center Midfield,"[""statsbomb_open_data""]"
131849,Antoine Conte,Stade de Reims,Guinea,Right Back,"[""statsbomb_open_data""]"
7815,Antoine Devaux,Stade de Reims,France,Right Center Midfield,"[""statsbomb_open_data""]"
5487,Antoine Griezmann,Atlético Madrid,France,Right Center Forward,"[""statsbomb_open_data""]"
117109,Antoine Mendy,OGC Nice,France,Right Wing Back,"[""statsbomb_open_data""]"
8981,Antoine Rabillard,Marseille,France,Center Defensive Midfield,"[""statsbomb_open_data""]"
9286,Antoine Semenyo,Ghana,Ghana,Center Forward,"[""statsbomb_open_data""]"
40223,Antoine Sibierski,Manchester City,France,Right Center Forward,"[""statsbomb_open_data""]"
27522,Antolín Alcáraz Viveros,Las Palmas,Paraguay,Right Center Back,"[""statsbomb_open_data""]"
3112,Anton Ciprian Tătărușanu,Fiorentina,Romania,Goalkeeper,"[""statsbomb_open_data""]"
131833,Anton Krešić,Atalanta,Croatia,,"[""statsbomb_open_data""]"
15994,Anton Miranchuk,Russia,Russia,,"[""statsbomb_open_data""]"
38119,Anton Shunin,Russia,Russia,Goalkeeper,"[""statsbomb_open_data""]"
48644,Anton Stach,Hoffenheim,Germany,Center Defensive Midfield,"[""statsbomb_open_data""]"
16292,Anton Zabolotny,Russia,Russia,,"[""statsbomb_open_data""]"
4614,Antonee Robinson,United States,United States of America,Left Back,"[""statsbomb_open_data""]"
397737,Antonello Cuccureddu,Juventus,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
25989,Antoni Lluis Adrover Colom,Mallorca,Spain,Center Forward,"[""statsbomb_open_data""]"
50003,Antonia Ronnycleide da Costa Silva,Brazil Women's,Brazil,Right Back,"[""statsbomb_open_data""]"
397955,Antonin Flesar,Czechoslovakia,Slovakia,,"[""statsbomb_open_data""]"
11519,Antonino La Gumina,Palermo,Italy,Right Center Forward,"[""statsbomb_open_data""]"
6654,Antonio Adán Garrido,Atlético Madrid,Spain,Goalkeeper,"[""statsbomb_open_data""]"
27144,Antonio Amaya Carazo,Rayo Vallecano,Spain,Left Wing,"[""statsbomb_open_data""]"
26484,Antonio Baltasar Doblas Santana,Real Betis,Spain,Goalkeeper,"[""statsbomb_open_data""]"
6663,Antonio Barragán Fernández,Real Betis,Spain,Right Back,"[""statsbomb_open_data""]"
398844,Antonio Cabrini,Juventus,Italy,Left Wing Back,"[""statsbomb_open_data""]"
400469,Antonio Calabrese,Bologna,Italy,,"[""statsbomb_open_data""]"
7776,Antonio Candreva,Lazio,Italy,Right Wing,"[""statsbomb_open_data""]"
39818,Antonio Carannante,Napoli,Italy,Center Attacking Midfield,"[""statsbomb_open_data""]"
19850,Antonio Cassano,Sampdoria,Italy,Right Center Forward,"[""statsbomb_open_data""]"
11502,Antonio Di Gaudio,Carpi,Italy,Left Back,"[""statsbomb_open_data""]"
19846,Antonio Di Natale,Udinese,Italy,Right Center Forward,"[""statsbomb_open_data""]"
32786,Antonio Donnarumma,Genoa,Italy,,"[""statsbomb_open_data""]"
207757,Antonio Dylan Ignacio Da Silva,Odisha,India,,"[""statsbomb_open_data""]"
27110,Antonio Floro Flores,Sassuolo,Italy,Left Wing,"[""statsbomb_open_data""]"
398145,Antonio Félix Carbajal Rodríguez,Mexico,Mexico,Goalkeeper,"[""statsbomb_open_data""]"
26234,Antonio Galdeano Benítez,Málaga,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
6784,Antonio García Aranda,Levante UD,Spain,Left Wing Back,"[""statsbomb_open_data""]"
26594,Antonio Hidalgo Morilla,Málaga,Spain,Left Midfield,"[""statsbomb_open_data""]"
398153,Antonio Jasso Alvarez,Mexico,Mexico,Right Center Midfield,"[""statsbomb_open_data""]"
23936,Antonio Jesús Cotán Pérez,Sevilla,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
18164,Antonio Jesús Regal Angulo,Real Valladolid,Spain,Right Wing Back,"[""statsbomb_open_data""]"
26077,Antonio Jesús Vázquez Muñoz,Recreativo Huelva,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
398159,Antonio José Mota Romero,Mexico,Mexico,,"[""statsbomb_open_data""]"
24086,Antonio José Raillo Arenas,Espanyol,Spain,Left Center Back,"[""statsbomb_open_data""]"
397677,Antonio Juliano,Italy,Italy,Center Defensive Midfield,"[""statsbomb_open_data""]"
6587,Antonio Latorre Grueso,Valencia,Spain,Left Back,"[""statsbomb_open_data""]"
26118,Antonio López Guerrero,Atlético Madrid,Spain,Left Back,"[""statsbomb_open_data""]"
6675,Antonio Manuel Luna Rodríguez,Levante UD,Spain,Left Back,"[""statsbomb_open_data""]"
25884,Antonio Manuel Sánchez Gómez,Málaga,Spain,Right Wing,"[""statsbomb_open_data""]"
27459,Antonio Marín Molina,Almería,Spain,Right Back,"[""statsbomb_open_data""]"
8170,Antonio Miguel Ramírez Martínez,Real Sociedad,Spain,,"[""statsbomb_open_data""]"
7174,Antonio Mirante,Bologna,Italy,Goalkeeper,"[""statsbomb_open_data""]"
26598,Antonio Moral Segura,Racing Santander,Spain,Left Wing,"[""statsbomb_open_data""]"
8136,Antonio Moya Vega,Atlético Madrid,Spain,,"[""statsbomb_open_data""]"
20561,Antonio Nocerino,AC Milan,Italy,Right Center Midfield,"[""statsbomb_open_data""]"
25982,Antonio Núñez Tena,Celta Vigo,Spain,Right Wing,"[""statsbomb_open_data""]"
397825,Antonio Olmo Ramírez,Barcelona,Spain,Right Center Back,"[""statsbomb_open_data""]"
25904,"Antonio Pacheco D""Agosti",Albacete,Uruguay,Right Center Midfield,"[""statsbomb_open_data""]"
50547,Antonio Perera Calderón,Deportivo Alavés,Spain,,"[""statsbomb_open_data""]"
161111,Antonio Perošević,East Bengal,Croatia,Right Center Forward,"[""statsbomb_open_data""]"
26039,Antonio Pinilla Miranda,Gimnàstic Tarragona,Spain,Center Defensive Midfield,"[""statsbomb_open_data""]"
26013,Antonio Puerta Pérez,Sevilla,Spain,Left Back,"[""statsbomb_open_data""]"
26720,Antonio Ramiro Pérez,Xerez,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
27194,Antonio Rodríguez Dovale,Celta Vigo,Spain,Left Back,"[""statsbomb_open_data""]"
26070,Antonio Rodríguez Martínez,Rayo Vallecano,Spain,Goalkeeper,"[""statsbomb_open_data""]"
5588,Antonio Rukavina,Real Valladolid,Serbia,Right Back,"[""statsbomb_open_data""]"
3167,Antonio Rüdiger,Germany,Germany,Left Center Back,"[""statsbomb_open_data""]"
9748,Antonio Sivera Salvá,Deportivo Alavés,Spain,,"[""statsbomb_open_data""]"
26064,Antonio Tomás González,Racing Santander,Spain,Left Defensive Midfield,"[""statsbomb_open_data""]"
397768,Antonio Torres García,Barcelona,Spain,Right Center Back,"[""statsbomb_open_data""]"
26139,Antonio Álvarez Pérez,Espanyol,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
48820,Antonios Papadopoulos,Borussia Dortmund,Germany,Left Center Back,"[""statsbomb_open_data""]"
397755,Antonis Antoniadis,Panathinaikos,Greece,Center Forward,"[""statsbomb_open_data""]"
25363,Antony Matheus dos Santos,Brazil,Brazil,Center Attacking Midfield,"[""statsbomb_open_data""]"
403378,Antony Ranieri,OGC Nice,France,Right Center Forward,"[""statsbomb_open_data""]"
7801,Antonín Barák,Czech Republic,Czech Republic,Center Attacking Midfield,"[""statsbomb_open_data""]"
40438,Antti Mikko Niemi,Southampton,Finland,Goalkeeper,"[""statsbomb_open_data""]"
27111,António Alberto Bastos Pimparel,Sevilla,Portugal,Goalkeeper,"[""statsbomb_open_data""]"
143854,António João Pereira Albuquerque Tavares Silva,Portugal,Portugal,Left Center Back,"[""statsbomb_open_data""]"
398138,Antônio Wilson Vieira Honório,Brazil,Brazil,,"[""statsbomb_open_data""]"
39826,Antônio de Oliveira Filho,Napoli,Brazil,Right Center Forward,"[""statsbomb_open_data""]"
11303,Anuar Mohamed Tuhami,Real Valladolid,Morocco,Right Center Midfield,"[""statsbomb_open_data""]"
4381,Anwar El Ghazi,FSV Mainz 05,Netherlands,Right Wing Back,"[""statsbomb_open_data""]"
264017,Anzor Mekvabishvili,Georgia,Georgia,Center Defensive Midfield,"[""statsbomb_open_data""]"
5646,Aníbal Cesis Godoy,Nashville SC,Panama,Right Defensive Midfield,"[""statsbomb_open_data""]"
26040,Aníbal Samuel Matellán,Gimnàstic Tarragona,Argentina,Left Center Back,"[""statsbomb_open_data""]"
37208,Ao Tanaka,Japan,Japan,Right Defensive Midfield,"[""statsbomb_open_data""]"
401925,Aoba Fujino,Japan Women's,Japan,Right Wing,"[""statsbomb_open_data""]"
19503,Aoife Mannion,Birmingham City WFC,England,Right Center Back,"[""statsbomb_open_data""]"
136406,Aprocious Petrus,Namibia,Namibia,Center Defensive Midfield,"[""statsbomb_open_data""]"
26482,Aquivaldo Mosquera Romaña,Sevilla,Colombia,Right Back,"[""statsbomb_open_data""]"
16073,Aras Özbiliz,Rayo Vallecano,Armenia,Left Back,"[""statsbomb_open_data""]"
133698,Arbër Hoxha,Albania,Kosovo,Right Wing,"[""statsbomb_open_data""]"
8261,Arbër Zeneli,Stade de Reims,Kosovo,Left Midfield,"[""statsbomb_open_data""]"
40428,Archimede Morleo,Bologna,Italy,Left Back,"[""statsbomb_open_data""]"
116587,Arda Güler,Turkey,Turkey,Right Wing,"[""statsbomb_open_data""]"
11094,Arda Turan,Atlético Madrid,Turkey,Left Midfield,"[""statsbomb_open_data""]"
29168,Ardian Ismajli,Albania,Albania,,"[""statsbomb_open_data""]"
41655,Ardon Jashari,Switzerland,Switzerland,Left Center Forward,"[""statsbomb_open_data""]"
5502,Ari Freyr Skúlason,Iceland,Iceland,Right Defensive Midfield,"[""statsbomb_open_data""]"
389488,Ariadina Alves Borges,Brazil Women's,Brazil,Right Midfield,"[""statsbomb_open_data""]"
19019,Arial Benabent Mendy,Clermont Foot,Senegal,Left Back,"[""statsbomb_open_data""]"
43055,Arianit Ferati,VfB Stuttgart,Germany,Left Center Midfield,"[""statsbomb_open_data""]"
32162,Arianna Caruso,Italy Women's,Italy,Left Center Midfield,"[""statsbomb_open_data""]"
24212,Aridane Hernández Umpiérrez,Osasuna,Spain,Right Center Back,"[""statsbomb_open_data""]"
24268,Ariday Cabrera Suárez,Odisha,Spain,Left Wing,"[""statsbomb_open_data""]"
39719,Arie Haan,Ajax,Netherlands,Right Center Midfield,"[""statsbomb_open_data""]"
8202,Ariel Borysiuk,Chennaiyin,Poland,Right Center Back,"[""statsbomb_open_data""]"
26743,Ariel Gerardo Nahuelpán Osten,Racing Santander,Argentina,Right Midfield,"[""statsbomb_open_data""]"
398599,Ariel Krasouski,Boca Juniors,Argentina,Center Defensive Midfield,"[""statsbomb_open_data""]"
19101,Ariel Lassiter,Costa Rica,Costa Rica,Left Wing Back,"[""statsbomb_open_data""]"
26121,Ariel Miguel Santiago Ibagaza,Atlético Madrid,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
18879,Arijan Ademi,North Macedonia,"Macedonia, Republic of",Center Defensive Midfield,"[""statsbomb_open_data""]"
4942,Arin Wright,Chicago Red Stars,United States of America,Right Back,"[""statsbomb_open_data""]"
161107,Arindam Bhattacharja,East Bengal,India,Goalkeeper,"[""statsbomb_open_data""]"
397750,Aristidis Kamaras,Panathinaikos,Greece,Center Defensive Midfield,"[""statsbomb_open_data""]"
404319,Aristote N'Dongala,Nantes,"Congo, (Kinshasa)",,"[""statsbomb_open_data""]"
6394,Aritz Aduriz Zubeldia,Athletic Club,Spain,Left Center Forward,"[""statsbomb_open_data""]"
37236,Aritz Castro Pérez,Deportivo Alavés,Spain,,"[""statsbomb_open_data""]"
6679,Aritz Elustondo Irribaria,Real Sociedad,Spain,Right Center Back,"[""statsbomb_open_data""]"
40339,Arjan de Zeeuw,Portsmouth,Netherlands,Right Center Back,"[""statsbomb_open_data""]"
8218,Arjen Robben,Bayern Munich,Netherlands,Right Wing,"[""statsbomb_open_data""]"
5665,Arkadiusz Milik,Marseille,Poland,Center Forward,"[""statsbomb_open_data""]"
8291,Arlind Afrim Ajeti,Frosinone,Albania,Left Center Back,"[""statsbomb_open_data""]"
10688,Armand Lauriente,Lorient,France,Left Center Forward,"[""statsbomb_open_data""]"
397709,Armand Penverne,France,France,Right Defensive Midfield,"[""statsbomb_open_data""]"
36885,Armando Broja,Albania,Albania,Center Forward,"[""statsbomb_open_data""]"
5645,Armando Enrique Cooper Whitaker,Panama,Panama,Right Center Midfield,"[""statsbomb_open_data""]"
9940,Armando Izzo,Genoa,Italy,Left Center Back,"[""statsbomb_open_data""]"
392553,Armando Lozano Sánchez,Levante UD,Spain,,"[""statsbomb_open_data""]"
26106,Armando Miguel Correia de Sa,Espanyol,Mozambique,Right Back,"[""statsbomb_open_data""]"
25953,Armando Riveiro de Aguilar Malda,Cádiz,Spain,Goalkeeper,"[""statsbomb_open_data""]"
24916,Armel Bella-Kotchap,Germany,Germany,,"[""statsbomb_open_data""]"
39839,Armin Eck,Bayern Munich,Germany,Right Center Forward,"[""statsbomb_open_data""]"
8522,Armindo Tué Na Bangna,Real Sociedad,Portugal,Left Center Forward,"[""statsbomb_open_data""]"
6880,Arnaldo Antonio Sanabria Ayala,Real Betis,Paraguay,Right Wing,"[""statsbomb_open_data""]"
50912,Arnau Fàbrega Mañas,Granada,Spain,,"[""statsbomb_open_data""]"
39159,Arnau Tenas Ureña,Barcelona,Spain,,"[""statsbomb_open_data""]"
35705,Arnaud Kalimuendo Muinga,Lens,France,Center Forward,"[""statsbomb_open_data""]"
7241,Arnaud Nordin,Saint-Étienne,France,Right Wing,"[""statsbomb_open_data""]"
3224,Arnaud Souquet,Montpellier,France,Right Wing Back,"[""statsbomb_open_data""]"
40167,Arne Engels,Augsburg,Belgium,Right Center Midfield,"[""statsbomb_open_data""]"
12411,Arne Maier,Augsburg,Germany,Center Attacking Midfield,"[""statsbomb_open_data""]"
397791,Arne Selmosson,Sweden,Sweden,,"[""statsbomb_open_data""]"
4906,Arnold Bouka Moutou,Angers,Congo (Brazzaville),Left Wing,"[""statsbomb_open_data""]"
7616,Arnold Mvuemba,Lyon,France,Right Center Midfield,"[""statsbomb_open_data""]"
6304,Arnór Ingvi Traustason,Iceland,Iceland,Left Wing,"[""statsbomb_open_data""]"
5515,Aron Einar Gunnarsson,Iceland,Iceland,Right Defensive Midfield,"[""statsbomb_open_data""]"
8402,Aron Jóhannsson,Werder Bremen,United States of America,Left Center Forward,"[""statsbomb_open_data""]"
26696,Arouna Koné,Everton,Côte d'Ivoire,Right Wing,"[""statsbomb_open_data""]"
188781,Arsh Anwer Shaikh,ATK Mohun Bagan,India,,"[""statsbomb_open_data""]"
162220,Arshdeep Singh Saini,Odisha,India,Goalkeeper,"[""statsbomb_open_data""]"
18881,Artem Besedin,Ukraine,Ukraine,Center Forward,"[""statsbomb_open_data""]"
25079,Artem Dovbyk,Ukraine,Ukraine,Right Center Forward,"[""statsbomb_open_data""]"
5195,Artem Dzyuba,Russia,Russia,Center Forward,"[""statsbomb_open_data""]"
27639,Artem Kravets,Granada,Ukraine,Center Forward,"[""statsbomb_open_data""]"
196651,Arthur Augusto de Matos Soares,Bayer Leverkusen,Brazil,Right Wing Back,"[""statsbomb_open_data""]"
22125,Arthur Desmas,Clermont Foot,France,Goalkeeper,"[""statsbomb_open_data""]"
27335,Arthur Etienne Boka,Málaga,Côte d'Ivoire,Right Center Forward,"[""statsbomb_open_data""]"
11392,Arthur Henrique Ramos de Oliveira Melo,Barcelona,Brazil,Left Wing,"[""statsbomb_open_data""]"
3587,Arthur Masuaku,Congo DR,"Congo, (Kinshasa)",Left Back,"[""statsbomb_open_data""]"
